"y.y" "y.c" "y1" "y2" "y3"
-0.316999332957507 2 -3.56201088868714 -0.725689370285087 0.532497247998286
-0.0910833091968553 2 -2.57143347064483 -0.52614710765384 2.29993438981377
3.69319842756106 3 -3.75127792901485 0.305764773721676 4.64627065276772
-4.27666966553746 1 -2.27931640831542 0.814523223117816 2.38707753799448
1.4378138070928 2 -2.87441063076985 0.654671629644567 2.4925954979038
2.80353459202078 3 -3.72900922872067 -1.16082974810357 4.0006200306435
-3.4794471638902 1 -2.19909393865805 -1.18954838004472 4.19098714280719
3.42773863564865 3 -2.97147181086554 -0.376852468598077 1.82220504172594
3.55841936915844 3 -2.5779287744714 2.35133332977328 4.14582143070656
1.34673672545531 2 -3.94017243670756 0.0095563271479378 2.07559221965517
0.383826737823106 2 -2.56515774734597 2.20045449904039 3.99598785501137
-0.379896524553021 2 -2.45266560722259 0.0251167152595615 3.03465371711567
2.15150923668929 3 -2.81307486755191 -1.53015776081514 1.72570234394055
1.04777681757566 2 -3.66385295099415 0.214322019113168 2.7238652783447
3.39321009004356 3 -2.32673067340844 -1.01684237494432 2.80649796152489
-1.232290059253 2 -4.52608484763139 -0.983445443123616 2.48762348659361
3.73962285455509 3 -2.50402819840593 0.787256672286803 4.86095058889142
-3.33471468793835 1 -2.38807289819888 0.853281392598849 1.97653109221227
-0.0510068728423301 2 -1.87216296533029 0.857946971582464 2.91718063931447
3.43456313736407 3 -2.35597748960191 1.00728711714666 5.09564122308909
-2.27350641658367 1 -4.68346723260372 -1.61704534707597 4.10209936494549
0.17644081077883 2 -3.242868491734 -0.681697438788759 4.22519354619141
3.45793525663008 3 -4.51222515856783 0.100248732715334 3.10611724894263
0.643466085595675 2 -2.18619796341272 -0.281140818291031 2.65813869104588
-0.32709687101669 2 -2.61113599788513 0.0589038928444227 2.44410560005061
2.05999746054893 2 -2.97537397427122 -0.431416155969869 4.57032672425454
-0.768971631631106 2 -3.90026715245774 -0.543924390221829 3.19539089448353
-0.89726835244781 2 -3.29873091181023 0.754330466663515 3.79074389367395
2.54786980070473 3 -3.21252780135947 -1.59548464909333 2.89151127561523
2.050563192666 2 -2.19370943810977 -0.289389645889982 3.38996395040278
0.485973653911574 2 -2.42004858659256 0.304987125552752 3.09141907964796
2.6329443203763 3 -3.75169377050325 -0.35342004130041 3.2907484556189
-0.386195413685036 2 -2.86792236326778 0.0657453130167247 2.36196085523999
-0.809228436542395 2 -3.33064390072695 -1.15268690683244 4.59454942803373
2.60424670998701 3 -2.26870525238338 0.658472236247471 2.82156670353903
3.02340023447382 3 -3.19793840998041 -0.0228439117094771 3.12058036811384
2.61045618766385 3 -2.82322629976827 -1.00581118414499 2.74691190523873
0.415260529659671 2 -3.01997302402767 0.720853637932715 3.13316866636137
3.48237671805857 3 -4.532203621361 -0.923010534822513 2.89793382218791
0.205231176291886 2 -2.43990157083763 -1.97337928332761 1.93021680527936
3.75869706234941 3 -3.11176853171739 0.260117319473246 2.84980717062908
3.17076228144733 3 -3.05592180718185 -0.437288561363504 4.06576423441763
4.75503583571949 3 -2.25740690531535 1.15868879350508 2.89829601050544
1.70899458519842 3 -2.37852114893257 -0.210951445784287 4.29537744518609
4.350223041423 3 -3.24234867619685 -0.0522353995998303 4.114274556801
4.18198043771503 3 -1.62379611496472 0.691119401281293 3.8402201180784
-1.15995651120235 2 -3.16053983324864 -0.402655302383452 0.955985210342553
-0.0930362720847248 2 -2.86422360857018 0.331368838986218 2.82696076166583
1.73638644946953 3 -2.0199818629046 -0.330845958244105 5.28766850289904
1.43276297663807 3 -3.56818497592425 0.845553352865414 1.84791539180558
0.500322901682381 2 -2.86175836010632 -0.821915738856964 1.48502825487284
1.23309599566788 3 -3.91466850369126 0.217759443096745 3.29041631497861
0.3932247935861 2 -2.73533732337535 0.0674454709706323 4.08542266753143
-1.03084981061229 2 -2.55220770410641 0.764663888325527 2.4305613938014
1.70884990296303 2 -1.89244123927555 0.525477184471092 1.22505907864074
-0.931875795956548 2 -3.50741784858776 -0.138265994217588 3.32008812054662
0.167966634768847 2 -3.71187684341486 -0.813831698701993 1.84316147424087
4.0313827567534 3 -2.35758767256339 0.415168050247835 3.16085726565706
3.16972272116528 3 -2.85391585619859 -0.276289615171884 2.27409930555163
0.940538563582641 2 -3.84910454015401 -0.468640420213053 2.21287168287379
-3.4224168008625 1 -3.93622259502776 -1.38569408491253 2.92225162381201
0.0681786560130929 2 -2.22567969456007 -0.388445751530162 3.97379293707582
1.27321614112751 2 -3.28142027386477 -1.56822904787661 4.98060073450594
2.35067972611195 2 -3.83685837794128 0.803931781740152 2.84190809264648
1.35657027528139 3 -1.79146550641335 -1.49918207542779 4.809940816269
0.966787186143268 2 -2.65076605817015 0.504547527508975 4.42642301007195
0.856289636276191 2 -1.88952135314632 -0.465525270709877 3.6853628949079
2.75093386027751 3 -3.95609192986515 0.663416601983259 3.12831621046262
-0.888479127666897 2 -2.10431152947327 0.455210486942548 2.04212735391834
2.49306827913467 3 -2.54427130878339 -0.705280018490526 3.31088790287081
1.46741586489394 2 -2.90279522860184 1.05786758545311 3.00869574881796
2.97229051099257 3 -3.27128304683084 1.17876819996078 3.29564091360156
-0.0379820841230013 2 -1.60726034085402 -0.151111815383389 3.50719814413016
0.354138861137641 2 -2.8756956042185 -1.07856491649355 2.25370315138171
0.0997743347062138 2 -2.87904145440237 0.424106172318884 2.11411444798634
2.75175014727763 3 -2.59647569652092 0.00847923423773628 2.60651018437471
2.61304554993879 3 -4.00301889097316 1.34230436316572 1.94056880460115
-0.152769648847603 2 -3.6955785820565 -0.534455963607692 2.89259195339924
5.00118684177239 3 -4.08230325045711 -1.10168580733258 2.43984616756271
-2.17986264016977 1 -2.98404661898124 -0.775792081909224 3.84487382873934
1.80281919958792 2 -2.38204259719698 0.220065311881099 3.18715816613768
3.85211539941455 3 -3.54736957210467 1.2240141510162 3.13447568924195
1.77454337723775 2 -3.55047423360109 -0.0200233815912108 2.83711817028581
-0.731521978498055 2 -2.66103775190504 0.356141657986041 5.02921933785699
4.60347150536235 3 -3.71226444109423 0.561817491969821 3.44257618897099
-0.365969052478796 2 -2.78063935067913 0.053574501732986 2.44211273100341
2.60914159731626 3 -2.66145991979626 0.782104557022444 2.2975734270279
-3.71925060228696e-05 2 -3.10201163322589 -1.43103770870191 3.7206200323773
-1.06035197667578 2 -3.39361248439374 -0.193153378064958 3.3388916540615
0.533597143673414 2 -1.44308659372641 -0.190248296175317 2.88185136691502
0.513370409385457 2 -2.78477226457418 0.451801220263277 3.07434035595984
1.17398803289286 2 -3.4296658228795 -0.558926981926993 4.9062972896985
0.485814686753018 3 -3.00269151478626 0.954348854415971 0.609123824353044
3.59185113188364 3 -3.21648497618459 -0.705369651265645 2.83599639198594
2.25785059959353 3 -2.9489429843445 0.485787840213628 5.04847280165178
4.70200728605702 3 -3.41728815345478 0.483095216823834 3.58560620540883
-0.725693275891366 2 -4.03750888778908 0.111766411119934 4.51494029180332
0.869952355282041 2 -2.74686546763983 -0.278257770494173 3.4727903346284
-0.119117514878014 3 -1.92097478616645 0.0826160281536937 1.87738370066342
3.44737098783586 3 -1.20225760831313 1.29961942842844 1.43905308739954
4.34238216861523 3 -2.15414243124903 0.476807414274727 2.47706877588032
0.794303000209711 2 -3.02510668254321 0.411767295534968 1.94711692218395
-0.126979153036839 2 -2.42802559836074 0.116373798126213 2.57177363983551
-3.9427337680615 1 -3.6130899751715 2.01874734473987 3.21271415484563
3.51974873170042 3 -2.98885071550381 -0.492356771340754 3.30794420735129
-1.0923423284732 2 -2.76338958717378 0.793465095431493 2.52094649500753
-0.219593499431184 2 -3.7090683084589 -0.642017961933598 3.67513216045989
1.44362161762361 2 -3.2795363378393 -0.536517084986085 3.60047581625654
-3.6546081061138 1 -2.73519311299873 -0.259947613376843 2.76916721880297
1.65705789864411 3 -3.40393363565875 -1.24363538365042 3.6303809643089
-3.75978278945789 1 -2.47280294740397 -0.790483980882276 2.10245197313785
2.89387452955832 3 -2.11988885823664 0.638844537779414 2.46989725774068
0.62554185335848 2 -2.86390536877533 -0.226147511433009 2.63056422918932
0.514337363621758 2 -3.16710963841362 -0.743291229105248 3.58241355334596
-2.49849881860425 2 -4.01725912277733 -1.01599311864024 3.49659125192694
0.0139529263587174 2 -2.9722299250133 0.150082324030454 1.52255112232534
3.19646212055956 3 -4.20503814801645 -0.384548920207112 3.10452385941115
0.532353544734887 2 -3.74383916431852 0.0165826598298903 3.18580339203932
-0.983098368844483 2 -2.99552922294238 -0.636888052146307 3.92826291743845
4.99348259852196 3 -3.42294837277663 0.216922676131404 5.4015110759663
-4.02609431411765 1 -3.47759811992004 -1.70295159916932 2.2854816970822
-0.41227246530569 2 -3.42799845809141 1.46298346445351 3.94407843237121
0.273408323582497 2 -2.84201263760399 0.358772003078524 1.82894924683505
0.14193410889686 2 -3.52278979108832 -1.77137023246702 3.80233235017974
3.10019814408788 3 -2.54578558829762 0.797448831248492 4.0398036566683
0.829356464795448 2 -3.96831272111212 0.064292198248276 4.93907422617259
2.83452183307726 3 -2.53506421259259 -1.07197978934076 3.47884331034969
-0.113532746109777 2 -3.05938886157148 0.0830824713447569 4.89638373536315
-0.0404972043483415 2 -3.89605611851423 0.721494846011039 3.61763011382964
2.5508466288397 3 -3.71923960365226 -0.314200541402511 3.86129204979713
3.10851187955284 3 -2.06647239474709 0.825340175411262 2.5842711818782
0.937527833533781 2 -3.51612259863433 0.325692095164226 3.4683794718814
0.0485790511569816 2 -4.41118805876105 0.341933832621659 2.45581064531597
3.07788878029439 3 -3.83251311618847 -1.39995002014448 5.37107235995831
-3.4162965053681 1 -1.97554349952172 -0.0758894693680673 2.57929186021933
4.52865188417287 3 -3.19345652083608 0.0940967347965925 4.11454700635567
3.44813878087826 3 -3.03530530413837 -1.58935871123386 3.40858010003398
2.41507250388416 3 -3.08885187442027 -0.62714583425175 1.15639915870759
-3.08158901169319 1 -3.15513655983775 -1.4297616638281 4.93358630651929
2.42408098013003 3 -3.14267915158269 0.635859920937728 3.59719426642731
4.28863601658206 3 -2.73663212922219 0.338884278556869 0.252601518472964
1.71359681211309 3 -3.21749317823942 1.07397175920744 3.72000743486801
-1.10990561816027 2 -3.16980335625419 -1.05525582636866 4.40459853698072
-0.774903487964889 2 -3.11442569295536 1.24293233546253 3.42180498277763
2.75659196739086 3 -3.74379655918068 1.09597238225177 1.57733899024716
0.669805394992305 2 -2.86386802245881 1.14283748336815 1.74528806456791
